a,b
320, 0.32968721668294165
321, -0.7479925950935922
322, -1.5880510724530268
323, 0.15267078062265682
324, 5.357345374191482
325, 15.79050628345476
326, 28.62631518738681
327, 34.951264927995
328, 35.0533020527746
329, 40.28132512272737
330, 53.28043755238923
331, 63.94101753038126
332, 66.71564208788277
333, 63.77575201109539
334, 57.86936722415089
335, 49.77714973320121
336, 41.624774294451754
337, 33.96296825824243
338, 29.442155462312712
339, 28.693170741333233
340, 35.04731655081105
341, 49.749099769959
342, 61.57230563321582
343, 61.279766915555456
344, 54.17156901545877
345, 50.061202469653836
346, 48.07938732809794
347, 43.97387716852222
348, 37.774350642485615
349, 33.787592613935885
350, 32.977840571243405
351, 31.698886149913506
352, 28.072019847104457
353, 22.40818306630331
354, 15.059424556586237
355, 7.462680609401559
356, 3.810327206596412
357, 2.929540951449553
358, -0.11118346402531643
359, -5.654490394738104
360, -6.035241925872469
361, 1.1510328738374938
362, 10.211254182189577
363, 16.99885497735295
364, 22.1950297316273
365, 26.73232526608558
366, 30.572920106998936
367, 33.59569017923991
368, 34.51649773409281
369, 25.84175172288974
370, 7.300146810992828
371, -6.263887596952372
372, -10.38464680090351
373, -5.212711556804379
374, 9.961189510452414
375, 28.188501713134883
376, 38.47933304320895
377, 40.40491647656927
378, 32.99648808549705
379, 17.93630701187635
380, 5.771921448754938
381, -1.5375040081355564
382, -1.186816839059702
383, 7.798208808730351
384, 16.624093237473517
385, 19.25611323094222
386, 17.170373123396757
387, 12.452188148807863
388, 8.247738957950332
389, 13.192404760666705
390, 25.755091511388628
391, 34.75047411576247
392, 38.48262204485445
393, 37.096282918918405
394, 30.652716432097577
395, 20.181606035415143
396, 6.297066338563127
397, -4.771406149903896
398, -5.966927637146455
399, -1.1487588776874418
400, 1.3822680307034716
401, 1.933319045888311
402, 2.4251086647118427
403, 3.4295738429755147
404, 7.922534905604834
405, 16.197284385475086
406, 25.583964539819362
407, 34.813530782814496
408, 36.21171366464523
409, 22.7925668320961
410, 4.962755986189904
411, 1.7907903237601204
412, 11.07615417440411
413, 26.32413189340673
414, 45.38662248655123
415, 65.37984182839273
416, 85.34526175312999
417, 98.47735436525022
418, 102.57326500794557
419, 105.73073590057334
420, 112.98458021203032
421, 117.32092606375636
422, 110.30770219256283
423, 97.14709496852242
424, 89.43391806441923
425, 87.49163166750532
426, 90.91426696595818
427, 98.45526059258259
428, 100.557686231052
429, 94.95319977152099
430, 77.41181852752243
431, 46.394001841560794
432, 17.587600662533532
433, 3.7790459733066655
434, 1.2191821084934418
435, 6.502698154930613
436, 18.31964519160806
437, 31.682796050759634
438, 44.6675328321312
439, 49.93554052920604
440, 47.31171503308292
441, 42.03163417484848
442, 35.182875551637835
443, 25.57333164624606
444, 12.798164277662636
445, 3.313406999636072
446, 1.8310920886644908
447, 7.706198189965335
448, 20.90815002170325
449, 34.85554980349616
450, 36.86357800913311
451, 30.37529868769525
452, 30.018804497653036
453, 35.36887534827247
454, 33.921643605086274
455, 24.71496417295407
456, 28.336112638906343
457, 51.03198298532584
458, 63.63846875094009
459, 49.791273332901255
460, 33.28647919619448
461, 37.53984984595536
462, 51.23543372807535
463, 54.84635173194329
464, 50.78422694106075
465, 47.00209686547987
466, 41.886918214677735
467, 25.041371518869255
468, -2.483734607780889
469, -18.564279639279903
470, -19.78767217086579
471, -13.31857640004614
472, -1.4078271045873407
473, 8.024802813893757
474, 9.064400200781392
475, 5.299267850251681
476, 0.8468026503426245
477, 0.2970787077672412
478, 12.228743751576076
479, 30.684575111680942
480, 36.52722160557937
481, 29.851465315902942
482, 18.267071044999057
483, 3.954651806706579
484, -2.460683245600194
485, 0.879330599985451
486, 14.173142391520514
487, 37.05061871208045
488, 50.85402793358958
489, 43.72125490944177
490, 29.048245263613808
491, 21.031135501540803
492, 18.70904238963203
493, 20.409484802645693
494, 24.052656708578297
495, 24.02289835467286
496, 19.916333142292615
497, 11.371707436465385
498, -0.09299989662645203
499, -3.0922969067598842
500, 3.578446455580206
501, 9.837792513462546
502, 11.88608786682562
