a,b
320, 22.157651155708663
321, 9.973622311816143
322, -7.288864890485456
323, -17.57451466501061
324, -19.09976033685416
325, -7.073586879096183
326, 15.228222596076193
327, 30.876649811712923
328, 37.832555699466866
329, 33.27796905835203
330, 16.840939616599826
331, 4.5445459832099
332, 5.636184608882104
333, 15.071438150972426
334, 27.271117705973666
335, 37.43161678066372
336, 36.52979272921675
337, 25.82230125179467
338, 16.324061773174435
339, 9.819246359907083
340, 5.185212866240363
341, 1.1608082126022055
342, -0.5446303389826426
343, 1.635935441253423
344, 5.209397585228544
345, 5.512958042828359
346, 5.8360677702712564
347, 19.396699058717786
348, 46.60084372301844
349, 64.12095873325597
350, 66.88494902075763
351, 61.905870854906425
352, 52.79720271530823
353, 40.128510015203574
354, 24.544656349465185
355, 9.323526845224478
356, 3.259773516479072
357, 4.308583413172528
358, 3.575634689443177
359, -0.2692757384984361
360, -7.697684247064899
361, -19.285799349113404
362, -20.99116235672591
363, -3.4314134689930142
364, 19.202683823296866
365, 25.412944040068396
366, 21.4774721151407
367, 25.29441436850084
368, 34.23675585172623
369, 26.662698038279814
370, 1.1866092768377712
371, -8.609292141522019
372, 7.543810936749651
373, 23.135959228012325
374, 18.025066466372664
375, 5.466064716697474
376, 5.497987254513646
377, 14.519628473369266
378, 20.92449682264032
379, 24.330354953110145
380, 26.737325951025923
381, 28.261717570274413
382, 25.44695107912139
383, 17.133718775785383
384, 6.841508216339207
385, -2.3623109862592173
386, -9.559513412666092
387, -12.873342505125947
388, -13.42589029924602
389, -13.501580252946951
390, -13.081464676716678
391, -11.267123385848208
392, -7.997181496977646
393, -6.27050033218984
394, -6.942992067117302
395, -9.70226504108814
396, -14.598431819156758
397, -16.743296926160838
398, -9.843707041455673
399, 1.3201203144571991
400, 5.027556629661376
401, 2.2233463889988343
402, 0.33023341376610915
403, 0.027542297170839447
404, 1.2862139522476355
405, 4.189123894801924
406, 7.6801621060294565
407, 11.471336355779385
408, 16.351239092210562
409, 23.736911288168812
410, 29.62730829987413
411, 26.883166769720447
412, 18.98548558062066
413, 19.802260297352404
414, 28.309794615743158
415, 29.321729545478775
416, 24.763684187765648
417, 34.90194932183749
418, 67.52096272523977
419, 99.13497172323696
420, 117.31561430413603
421, 127.286624877127
422, 135.32797284582557
423, 139.28506117069537
424, 134.3428096776115
425, 123.64337233790866
426, 120.57730967645603
