a,b
320, -2.1063136114080407
321, -11.803705926829934
322, -12.285310522007421
323, 7.283458467376477
324, 40.044986356249865
325, 73.79256210087442
326, 103.23638499273147
327, 124.5449700333229
328, 137.30548496763186
329, 141.19763441261603
330, 136.3515597125188
331, 132.7680353503656
332, 135.93475682141798
333, 140.95782790979683
334, 141.64388410225183
335, 139.352595579232
336, 137.88821762183034
337, 137.8394114845596
338, 141.49059884318376
339, 148.8385267671165
340, 152.33814134551358
341, 149.1135780790246
342, 139.96753675591935
343, 125.56049575922225
344, 109.39024268950561
345, 97.93318366799394
346, 90.86638720561496
347, 86.36459173402909
348, 83.1949496010202
349, 71.54089614922486
350, 49.27974422782427
351, 27.659773704282998
352, 15.244093104527565
353, 7.7985532061375125
354, 1.1901322402791266
355, -3.421049644401137
356, -2.1196117097661045
357, 3.376199256212203
358, 3.309564642704572
359, -2.891997507022097
360, -4.627939140300441
361, 1.2336029856087407
362, 4.351651268047135
363, -2.2627479154598404
364, -10.637080274269465
365, -10.385663431501598
366, -4.517153437260276
367, -1.1040759936622635
368, 0.564687675316236
369, 5.837218047812712
370, 15.522593645748202
371, 20.245796475302996
372, 17.0393947675675
373, 11.892651035865129
374, 8.933643264103011
375, 8.94614537760026
376, 11.770061283343239
377, 18.68959076255851
378, 33.33237847991768
379, 52.16992222101726
380, 64.0255796279489
381, 66.73475505687566
382, 55.766799854161945
383, 29.718385387806848
384, 5.986773243486823
385, -3.049223643105506
386, -6.451460868656795
387, -16.084528861891158
388, -27.34099895026884
389, -25.75371509003162
390, -13.55230024705088
391, -7.643867912909627
392, -9.665064741186143
393, -12.697219001540361
394, -14.906221839017235
395, -21.42507345089325
396, -35.837003337062924
397, -49.091213384990624
398, -49.82012342826965
399, -42.7054431845263
400, -37.87766451641255
401, -34.91550146481313
402, -31.803645221019906
403, -27.925962662280654
404, -21.961671737375582
405, -13.111750062209467
406, -1.5366686828310776
407, 13.426216326748545
408, 31.012822786478864
409, 50.923660181462765
410, 77.65724941562257
411, 118.35949198379785
412, 175.7376885317608
413, 233.1640694345042
414, 288.28454504154433
415, 328.3792592462105
416, 352.5565593784049
417, 381.97114585578674
418, 423.7621309285605
419, 474.55079486453906
420, 532.236401169419
421, 584.8534026555262
422, 618.0168278924721
423, 629.5755395499673
424, 614.8173221758279
425, 578.080394797682
426, 537.5667599482458
427, 495.74293575683987
428, 456.9477261840384
429, 421.2261223551777
430, 370.71560997364577
431, 298.5457267062666
432, 221.55365277588862
433, 151.57039335714217
434, 99.74544266122211
435, 55.57355660473513
436, 19.565793718869827
437, -0.12320881441337406
438, -7.412620672686899
439, -13.348954187069467
440, -18.348096185985924
441, -12.096076148440261
442, 7.342543348268009
443, 20.89999508413166
444, 21.940332944059264
445, 29.46566151774823
446, 57.048264609169564
447, 95.86677535661147
448, 125.76817726509398
449, 152.8551845834445
450, 190.55265550696822
451, 232.5342475804464
452, 253.22735187508442
453, 253.29916759467596
454, 254.08744969857798
455, 258.7006187613715
456, 253.5404508097654
457, 234.13453602626032
458, 202.06490365188984
459, 158.21934074178716
460, 107.06818829278382
461, 53.010340438944695
462, 8.322023633574645
463, -19.452926285553986
464, -33.63334295531422
465, -37.77976757948636
466, -33.97746982648823
467, -29.391841918504724
468, -24.866481216015018
469, -22.58518568022555
470, -22.70244422950418
471, -19.915862102418032
472, -11.874910199001533
473, -3.991764137166683
474, 0.3974029664132104
475, 1.6570671572753781
476, -0.17247967055845947
477, -6.042505959358095
478, -18.01428006191236
479, -31.93516813963288
480, -32.40896541153597
481, -20.06768257015392
482, -2.941194574063047
483, 18.638291810782903
484, 40.03703613082507
485, 57.91068905254542
486, 76.11116949288225
487, 96.05368686542897
488, 108.48165776156202
489, 107.50997993809506
490, 99.31866082573288
491, 90.45686324983035
