a,b
320, -20.262973592210983
321, -13.707138300286715
322, -7.529383029030214
323, -2.4474834648026444
324, 2.408480278406387
325, 8.15805763098524
326, 15.156838269912441
327, 21.697610432593137
328, 27.532407764098025
329, 31.114716984197003
330, 32.06641475656852
331, 30.926612993138406
332, 27.99113698379915
333, 25.188348139643495
334, 27.4777903561544
335, 35.23981352208011
336, 46.12013415988895
337, 58.454260983071435
338, 61.79043492868914
339, 55.18136049050736
340, 54.82412903964905
341, 66.86608863316087
342, 78.25202671103852
343, 78.2398379338274
344, 71.30233831124951
345, 65.72126941609349
346, 59.34139437662907
347, 43.01230695525646
348, 18.060608262464484
349, 7.388195324757362
350, 14.662942132890748
351, 23.276313872765968
352, 22.828734160894783
353, 18.95433930141462
354, 18.032114581359565
355, 17.765819469756025
356, 12.632910426837043
357, 5.653920708761689
358, 6.228125991248817
359, 15.349824073907257
360, 27.89524490139138
361, 40.40086158919894
362, 47.01630405943979
363, 44.065848680680574
364, 34.72885181858328
365, 23.35781307850084
366, 10.810481531586447
367, 0.4920242255284393
368, -7.143630283215316
369, -4.947848863725085
370, 8.01339395146806
371, 24.038085087013314
372, 39.16175224327617
373, 44.47452449679349
374, 33.835304856604125
375, 15.47660281473054
376, 1.5046711576487724
377, -8.496942568459417
378, -17.50482949085108
379, -25.201013156716726
380, -24.202749555845003
381, -13.93488137147051
382, -7.458711616335677
383, -8.903047172811057
384, -9.731792324856542
385, -4.150283379422035
386, 2.4539280159069676
387, 2.095176033282769
388, -2.753327234414428
389, -5.380213252083195
390, -6.188592420541681
391, -8.258744011633098
392, -11.79510795787246
393, -11.057327200324835
394, -4.208174822711953
395, 1.0137899072842629
396, 0.005035000978750759
397, -2.0717499045977092
398, 0.8213181016762974
399, 5.4278156018554
400, 3.337055264087212
401, -2.745955265914745
402, 0.5668911048232985
403, 12.950621669531756
404, 12.088647350265092
405, -6.808451448672713
406, -19.439502217053814
407, -15.243265702177268
408, -6.546694221023245
409, -4.082462372140981
410, -3.0947705299186055
411, 4.560826935918158
412, 16.558203148888424
413, 23.352404910146106
414, 27.28573259301629
415, 44.9209959304153
416, 79.75264592883377
417, 109.5714703674912
418, 128.45188017351575
419, 143.16084099351974
420, 157.90574876925803
421, 166.5316234785014
422, 161.63895297311683
423, 146.70117480122008
424, 129.4681573390062
425, 110.9789526149616
426, 94.28277614355102
427, 80.53936884744053
428, 84.45758651439519
429, 98.30811013630864
430, 99.8513990553729
431, 80.51649411447397
432, 58.99678764528562
433, 48.42759200297496
434, 41.23332880953967
435, 27.34594472019944
436, 13.273231392251546
437, 6.685956906558204
438, 4.652863369515217
439, -4.247976532460598
440, -19.34292599800756
441, -19.272486856539217
442, -0.22817317651333724
443, 15.726886912273585
444, 19.392395387977558
445, 20.555344158878142
446, 25.854200454968122
447, 32.529040203150544
448, 37.13766222551749
449, 37.575175429928095
450, 29.265878306508966
451, 14.047093666527871
452, 0.840029567617421
453, -9.40321434559155
454, -7.081610272118269
455, 9.08261918739936
456, 26.54437260844952
457, 39.594950587392304
458, 42.656403203803166
459, 32.598938782558434
460, 17.466618309666956
461, 5.174939218226427
462, -2.421392110099987
463, -3.775755611302884
464, -2.1285619774234874
465, -6.398908381125693
466, -14.892800513515795
467, -15.21286217778379
468, -6.257650705078959
469, 6.92929106453721
470, 23.726900758021657
471, 32.65835197805427
472, 29.43927131626424
473, 18.487680198415546
474, 2.7346770777940037
475, -8.644703106282577
476, -6.576299928683511
477, 3.204025568270481
478, 10.250643272862362
479, 13.611748525194344
480, 12.20003373565578
481, 6.07134577695706
482, -4.08063892642258
483, -16.982006494882626
484, -19.125066987979153
485, -7.907016056678913
486, 1.0674220577830056
487, 2.123683146671283
488, 0.3846072971728063
489, -0.7865001398204186
490, -1.9377159599025617
491, -3.640902372927485
492, -3.7621276936815775
493, 1.685237286348638
494, 9.933024263751577
495, 11.540759383021395
496, 6.8180961600883165
497, -0.5752235153231595
498, -9.321910948448021
499, -13.37105056384371
500, -12.18123200386708
501, -11.732210018953992
502, -13.778744534167345
503, -13.27587174396649
504, -7.591105450958821
505, -1.8098868823399243
506, 0.24887276977733563
507, 0.6224067977391314
508, 1.6618459626570257
509, 6.021771626928057
510, 19.142208602892424
511, 42.0676182994348
512, 75.88035460497485
513, 121.90008789838612
514, 163.37776878817021
515, 198.22081786931813
516, 219.3439321172309
517, 226.4808296800329
518, 235.91627890029213
519, 252.26743032924514
520, 258.4147549887384
521, 246.31302933756433
522, 231.35947224011943
523, 224.61103356464264
524, 215.59408294646255
525, 192.55831363443212
526, 164.65938935670692
527, 147.54131179317483
528, 133.32778624611547
529, 101.47996153096938
530, 57.22376672541304
531, 29.48634909715838
532, 16.351315783085738
533, 8.956275891039695
534, 6.078852107943931
535, 13.76547126526566
